realConf,order,h_sch_1,h_sch_2,sub_val,binary_decision,normalized_conf,time,full_answer,tries
0.0,1,PurchaseOrder.DeliverTo.Contact,PO.Contact.contactName,80,1,60,8.0,"80, 8",2
0.0,2,PurchaseOrder.DeliverTo.Contact,PO.Contact.contactEmail,100,1,100,5.0,"100, 5",1
1.0,3,PurchaseOrder.InvoiceTo.Contact.telephone,PO.Contact.contactPhone,30,0,40,15.0,"30, 15",1
0.0,4,PurchaseOrder.InvoiceTo.Contact,PO.Contact.contactName,90,1,80,7.0,"90, 7",1
1.0,5,PurchaseOrder.Header,PO.POHeader,100,1,100,5.0,"100, 5",1
0.0,6,PurchaseOrder.InvoiceTo.Address.postalCode,PO.POShipTo.postalCode,70,1,40,10.0,"70, 10",1
1.0,7,PurchaseOrder.DeliverTo.Contact.telephone,PO.Contact.contactPhone,60,1,20,12.0,"60, 12",1
1.0,8,PurchaseOrder,PO,100,1,100,3.0,"100, 3",1
0.0,9,PurchaseOrder.DeliverTo.Address.postalCode,PO.POBillTo.postalCode,80,1,60,8.0,"80, 8",1
1.0,10,PurchaseOrder.Header.Contact.telephone,PO.Contact.contactPhone,70,1,40,10.0,"70, 10",1
0.0,11,PurchaseOrder.DeliverTo.Address.stateProvince,PO.POBillTo.stateProvince,80,1,60,7.0,"80, 7",2
0.0,12,PurchaseOrder.Header.ourAccountCode,PO.Contact.contactFunctionCode,20,0,60,20.0,"20, 20",1
0.0,13,PurchaseOrder.Header.Contact.contactName,PO.Contact,20,0,60,12.0,"20, 12",1
1.0,14,PurchaseOrder.Header.orderDate,PO.POHeader.poDate,100,1,100,5.0,"100, 5",1
0.0,15,PurchaseOrder.Header.ourAccountCode,PO.POBillTo.postalCode,30,0,40,10.0,"30, 10",1
1.0,16,PurchaseOrder.Items.Item.partNumber,PO.POLines.Item.partNo,90,1,80,8.0,"90, 8",1
0.0,17,PurchaseOrder.Items,PO.POLines.Item,100,1,100,5.0,"100, 5",1
0.0,18,PurchaseOrder.InvoiceTo.Contact.contactName,PO.Contact,10,0,80,15.0,"10, 15",1
0.0,19,PurchaseOrder.Items.Item.salesValue,PO.Contact,10,0,80,12.0,"10, 12",1
1.0,20,PurchaseOrder.Header.Contact.e-mail,PO.Contact.contactEmail,90,1,80,7.0,"90, 7",1
0.0,21,PurchaseOrder.DeliverTo.Contact.companyName,PO.Contact.contactName,70,1,40,12.0,"70, 12",1
1.0,22,PurchaseOrder.Items.Item.quantity,PO.POLines.Item.qty,80,1,60,7.0,"80, 7",1
1.0,23,PurchaseOrder.DeliverTo,PO.POShipTo,70,1,40,10.0,"70, 10",1
0.0,24,PurchaseOrder.Items.itemCount,PO.POLines.Item,60,1,20,12.0,"60, 12",1
1.0,25,PurchaseOrder.Items.itemCount,PO.POLines.count,100,1,100,5.0,"100, 5",1
1.0,26,PurchaseOrder.Header.orderNum,PO.POHeader.poNumber,100,1,100,2.0,"100, 2",1
0.0,27,PurchaseOrder.InvoiceTo.Address,PO.POLines.Item.qty,30,0,40,12.0,"30, 12",1
1.0,28,PurchaseOrder.InvoiceTo.Contact.e-mail,PO.Contact.contactEmail,90,1,80,8.0,"90, 8",1
1.0,29,PurchaseOrder.Items,PO.POLines,100,1,100,4.0,"100, 4",1
1.0,30,PurchaseOrder.Items.Item.unitOfMeasure,PO.POLines.Item.uom,100,1,100,4.0,"100, 4",1
1.0,31,PurchaseOrder.DeliverTo.Contact.contactName,PO.Contact.contactName,80,1,60,8.0,"80, 8",1
