realConf,order,h_sch_1,h_sch_2,sub_val,binary_decision,normalized_conf,time,full_answer,tries
0.0,1,PurchaseOrder.DeliverTo.Contact,PO.Contact.contactName,70,1,40,20.5,"70, 20.5",1
0.0,2,PurchaseOrder.DeliverTo.Contact,PO.Contact.contactEmail,90,1,80,15.2,"90, 15.2",1
1.0,3,PurchaseOrder.InvoiceTo.Contact.telephone,PO.Contact.contactPhone,40,0,20,19.1,"40, 19.1",1
0.0,4,PurchaseOrder.InvoiceTo.Contact,PO.Contact.contactName,80,1,60,12.8,"80, 12.8",1
1.0,5,PurchaseOrder.Header,PO.POHeader,100,1,100,7.5,"100, 7.5",1
0.0,6,PurchaseOrder.InvoiceTo.Address.postalCode,PO.POShipTo.postalCode,90,1,80,9.2,"90, 9.2",1
1.0,7,PurchaseOrder.DeliverTo.Contact.telephone,PO.Contact.contactPhone,60,1,20,13.9,"60, 13.9",1
1.0,8,PurchaseOrder,PO,100,1,100,3.9,"100, 3.9",1
0.0,9,PurchaseOrder.DeliverTo.Address.postalCode,PO.POBillTo.postalCode,80,1,60,11.6,"80, 11.6",1
1.0,10,PurchaseOrder.Header.Contact.telephone,PO.Contact.contactPhone,70,1,40,17.9,"70, 17.9",1
0.0,11,PurchaseOrder.DeliverTo.Address.stateProvince,PO.POBillTo.stateProvince,10,0,80,8.2,"10, 8.2",2
0.0,12,PurchaseOrder.Header.ourAccountCode,PO.Contact.contactFunctionCode,20,0,60,12.6,"20, 12.6",1
0.0,13,PurchaseOrder.Header.Contact.contactName,PO.Contact,30,0,40,9.8,"30, 9.8",1
1.0,14,PurchaseOrder.Header.orderDate,PO.POHeader.poDate,90,1,80,7.2,"90, 7.2",1
0.0,15,PurchaseOrder.Header.ourAccountCode,PO.POBillTo.postalCode,40,0,20,11.6,"40, 11.6",1
1.0,16,PurchaseOrder.Items.Item.partNumber,PO.POLines.Item.partNo,80,1,60,8.1,"80, 8.1",1
0.0,17,PurchaseOrder.Items,PO.POLines.Item,100,1,100,5.7,"100, 5.7",1
0.0,18,PurchaseOrder.InvoiceTo.Contact.contactName,PO.Contact,40,0,20,8.6,"40, 8.6",1
0.0,19,PurchaseOrder.Items.Item.salesValue,PO.Contact,10,0,80,12.8,"10, 12.8",1
1.0,20,PurchaseOrder.Header.Contact.e-mail,PO.Contact.contactEmail,90,1,80,9.4,"90, 9.4",1
0.0,21,PurchaseOrder.DeliverTo.Contact.companyName,PO.Contact.contactName,30,0,40,12.3,"30, 12.3",1
1.0,22,PurchaseOrder.Items.Item.quantity,PO.POLines.Item.qty,80,1,60,7.9,"80, 7.9",1
1.0,23,PurchaseOrder.DeliverTo,PO.POShipTo,60,1,20,13.6,"60, 13.6",1
0.0,24,PurchaseOrder.Items.itemCount,PO.POLines.Item,40,0,20,9.5,"40, 9.5",1
1.0,25,PurchaseOrder.Items.itemCount,PO.POLines.count,80,1,60,7.2,"80, 7.2",2
1.0,26,PurchaseOrder.Header.orderNum,PO.POHeader.poNumber,90,1,80,8.9,"90, 8.9",1
0.0,27,PurchaseOrder.InvoiceTo.Address,PO.POLines.Item.qty,90,1,80,7.5,"90, 7.5",2
1.0,28,PurchaseOrder.InvoiceTo.Contact.e-mail,PO.Contact.contactEmail,80,1,60,9.6,"80, 9.6",1
1.0,29,PurchaseOrder.Items,PO.POLines,100,1,100,4.8,"100, 4.8",1
1.0,30,PurchaseOrder.Items.Item.unitOfMeasure,PO.POLines.Item.uom,100,1,100,8.4,"100, 8.4",1
1.0,31,PurchaseOrder.DeliverTo.Contact.contactName,PO.Contact.contactName,70,1,40,9.2,"70, 9.2",2
