realConf,order,h_sch_1,h_sch_2,sub_val,binary_decision,normalized_conf,time,full_answer,tries
0.0,1,PurchaseOrder.DeliverTo.Contact,PO.Contact.contactName,90,1,80,20.0,"90, 20.",2
0.0,2,PurchaseOrder.DeliverTo.Contact,PO.Contact.contactEmail,20,0,60,15.0,"20, 15.",1
1.0,3,PurchaseOrder.InvoiceTo.Contact.telephone,PO.Contact.contactPhone,40,0,20,30.0,"40, 30.",1
0.0,4,PurchaseOrder.InvoiceTo.Contact,PO.Contact.contactName,70,1,40,20.0,"70, 20.",1
1.0,5,PurchaseOrder.Header,PO.POHeader,90,1,80,25.0,"90, 25.",1
0.0,6,PurchaseOrder.InvoiceTo.Address.postalCode,PO.POShipTo.postalCode,80,1,60,20.0,"80, 20.",1
1.0,7,PurchaseOrder.DeliverTo.Contact.telephone,PO.Contact.contactPhone,60,1,20,22.0,"60, 22.",1
1.0,8,PurchaseOrder,PO,100,1,100,10.0,"100, 10.",1
0.0,9,PurchaseOrder.DeliverTo.Address.postalCode,PO.POBillTo.postalCode,70,1,40,18.0,"70, 18.",1
1.0,10,PurchaseOrder.Header.Contact.telephone,PO.Contact.contactPhone,80,1,60,25.0,"80, 25.",1
0.0,11,PurchaseOrder.DeliverTo.Address.stateProvince,PO.POBillTo.stateProvince,20,0,60,12.0,"20, 12.",2
0.0,12,PurchaseOrder.Header.ourAccountCode,PO.Contact.contactFunctionCode,10,0,80,18.0,"10, 18.",1
0.0,13,PurchaseOrder.Header.Contact.contactName,PO.Contact,30,0,40,22.0,"30, 22.",1
1.0,14,PurchaseOrder.Header.orderDate,PO.POHeader.poDate,90,1,80,16.0,"90, 16.",1
0.0,15,PurchaseOrder.Header.ourAccountCode,PO.POBillTo.postalCode,20,0,60,20.0,"20, 20.",1
1.0,16,PurchaseOrder.Items.Item.partNumber,PO.POLines.Item.partNo,70,1,40,18.0,"70, 18.",1
0.0,17,PurchaseOrder.Items,PO.POLines.Item,100,1,100,15.0,"100, 15.",1
0.0,18,PurchaseOrder.InvoiceTo.Contact.contactName,PO.Contact,40,0,20,20.0,"40, 20.",1
0.0,19,PurchaseOrder.Items.Item.salesValue,PO.Contact,10,0,80,25.0,"10, 25.",1
1.0,20,PurchaseOrder.Header.Contact.e-mail,PO.Contact.contactEmail,80,1,60,20.0,"80, 20.",1
0.0,21,PurchaseOrder.DeliverTo.Contact.companyName,PO.Contact.contactName,70,1,40,18.0,"70, 18.",1
1.0,22,PurchaseOrder.Items.Item.quantity,PO.POLines.Item.qty,90,1,80,20.0,"90, 20.",1
1.0,23,PurchaseOrder.DeliverTo,PO.POShipTo,100,1,100,18.0,"100, 18.",1
0.0,24,PurchaseOrder.Items.itemCount,PO.POLines.Item,80,1,60,16.0,"80, 16.",1
1.0,25,PurchaseOrder.Items.itemCount,PO.POLines.count,70,1,40,20.0,"70, 20.",1
1.0,26,PurchaseOrder.Header.orderNum,PO.POHeader.poNumber,90,1,80,16.0,"90, 16.",1
0.0,27,PurchaseOrder.InvoiceTo.Address,PO.POLines.Item.qty,80,1,60,15.0,"80, 15.",2
1.0,28,PurchaseOrder.InvoiceTo.Contact.e-mail,PO.Contact.contactEmail,70,1,40,22.0,"70, 22.",1
1.0,29,PurchaseOrder.Items,PO.POLines,90,1,80,12.0,"90, 12.",1
1.0,30,PurchaseOrder.Items.Item.unitOfMeasure,PO.POLines.Item.uom,90,1,80,18.0,"90, 18.",1
1.0,31,PurchaseOrder.DeliverTo.Contact.contactName,PO.Contact.contactName,70,1,40,20.0,"70, 20.",1
