realConf,order,h_sch_1,h_sch_2,sub_val,binary_decision,normalized_conf,time,full_answer,tries
0.0,1,PurchaseOrder.DeliverTo.Contact,PO.Contact.contactName,80,1,60,8.0,"80, 8",2
0.0,2,PurchaseOrder.DeliverTo.Contact,PO.Contact.contactEmail,95,1,90,7.5,"95, 7.5",1
1.0,3,PurchaseOrder.InvoiceTo.Contact.telephone,PO.Contact.contactPhone,20,0,60,8.0,"20, 8",1
0.0,4,PurchaseOrder.InvoiceTo.Contact,PO.Contact.contactName,90,1,80,7.0,"90, 7",1
1.0,5,PurchaseOrder.Header,PO.POHeader,100,1,100,6.0,"100, 6",1
0.0,6,PurchaseOrder.InvoiceTo.Address.postalCode,PO.POShipTo.postalCode,75,1,50,8.5,"75, 8.5",1
1.0,7,PurchaseOrder.DeliverTo.Contact.telephone,PO.Contact.contactPhone,60,1,20,9.0,"60, 9",1
1.0,8,PurchaseOrder,PO,100,1,100,3.5,"100, 3.5",1
0.0,9,PurchaseOrder.DeliverTo.Address.postalCode,PO.POBillTo.postalCode,45,0,10,8.5,"45, 8.5",1
1.0,10,PurchaseOrder.Header.Contact.telephone,PO.Contact.contactPhone,80,1,60,7.5,"80, 7.5",1
0.0,11,PurchaseOrder.DeliverTo.Address.stateProvince,PO.POBillTo.stateProvince,40,0,20,9.5,"40, 9.5",2
0.0,12,PurchaseOrder.Header.ourAccountCode,PO.Contact.contactFunctionCode,10,0,80,10.5,"10, 10.5",1
0.0,13,PurchaseOrder.Header.Contact.contactName,PO.Contact,20,0,60,9.5,"20, 9.5",1
1.0,14,PurchaseOrder.Header.orderDate,PO.POHeader.poDate,95,1,90,7.5,"95, 7.5",1
0.0,15,PurchaseOrder.Header.ourAccountCode,PO.POBillTo.postalCode,30,0,40,8.5,"30, 8.5",1
1.0,16,PurchaseOrder.Items.Item.partNumber,PO.POLines.Item.partNo,75,1,50,8.0,"75, 8",1
0.0,17,PurchaseOrder.Items,PO.POLines.Item,95,1,90,7.5,"95, 7.5",1
0.0,18,PurchaseOrder.InvoiceTo.Contact.contactName,PO.Contact,60,1,20,9.0,"60, 9",1
0.0,19,PurchaseOrder.Items.Item.salesValue,PO.Contact,10,0,80,11.0,"10, 11",1
1.0,20,PurchaseOrder.Header.Contact.e-mail,PO.Contact.contactEmail,90,1,80,7.5,"90, 7.5",1
0.0,21,PurchaseOrder.DeliverTo.Contact.companyName,PO.Contact.contactName,40,0,20,9.5,"40, 9.5",1
1.0,22,PurchaseOrder.Items.Item.quantity,PO.POLines.Item.qty,85,1,70,8.5,"85, 8.5",1
1.0,23,PurchaseOrder.DeliverTo,PO.POShipTo,90,1,80,7.5,"90, 7.5",1
0.0,24,PurchaseOrder.Items.itemCount,PO.POLines.Item,80,1,60,8.5,"80, 8.5",1
1.0,25,PurchaseOrder.Items.itemCount,PO.POLines.count,60,1,20,9.5,"60, 9.5",1
1.0,26,PurchaseOrder.Header.orderNum,PO.POHeader.poNumber,95,1,90,7.5,"95, 7.5",1
0.0,27,PurchaseOrder.InvoiceTo.Address,PO.POLines.Item.qty,25,0,50,10.5,"25, 10.5",1
1.0,28,PurchaseOrder.InvoiceTo.Contact.e-mail,PO.Contact.contactEmail,80,1,60,8.5,"80, 8.5",1
1.0,29,PurchaseOrder.Items,PO.POLines,90,1,80,7.5,"90, 7.5",1
1.0,30,PurchaseOrder.Items.Item.unitOfMeasure,PO.POLines.Item.uom,95,1,90,7.5,"95, 7.5",1
1.0,31,PurchaseOrder.DeliverTo.Contact.contactName,PO.Contact.contactName,45,0,10,9.0,"45, 9",1
